# resistance (ohms),time (s),res min,res_max
3.492460204498632997e+07,0.000000000000000000e+00,4.530000000000000000e+07,4.980000000000000000e+07
7.928631193800505996e+07,6.088395535945892334e+02,4.530000000000000000e+07,4.980000000000000000e+07
7.394221746374805272e+07,1.208889114141464233e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.383934564119146019e+07,1.808938673973083496e+03,4.530000000000000000e+07,4.980000000000000000e+07
6.147973911835054308e+07,2.408988234281539917e+03,4.530000000000000000e+07,4.980000000000000000e+07
8.227844766384944320e+07,3.009032472848892212e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.581034067359779775e+07,3.609082033395767212e+03,4.530000000000000000e+07,4.980000000000000000e+07
9.693563747611697018e+07,4.209131593704223633e+03,4.530000000000000000e+07,4.980000000000000000e+07
7.566662207027295232e+07,4.809181153774261475e+03,4.530000000000000000e+07,4.980000000000000000e+07
9.999158010900536180e+07,5.409230713844299316e+03,4.530000000000000000e+07,4.980000000000000000e+07
9.250840086827422678e+07,6.009280273914337158e+03,4.530000000000000000e+07,4.980000000000000000e+07
